rank,name,stars,forks,language,description,url,clone_url,created_at,updated_at
497,ibm/plugin-hadoop-server,193,63,Java,A popular Java server for retrofit,https://github.com/ibm/plugin-hadoop-server,https://github.com/ibm/plugin-hadoop-server.git,2021-11-09T22:56:09.350060Z,2025-08-09T22:56:09.350063Z
498,linkedin/hbase,183,31,Java,A popular Java framework for mongodb,https://github.com/linkedin/hbase,https://github.com/linkedin/hbase.git,2011-12-14T22:56:09.329079Z,2025-07-14T22:56:09.329082Z
499,apache/reactor,181,13,Java,A popular Java utils for storm,https://github.com/apache/reactor,https://github.com/apache/reactor.git,2016-09-01T22:56:09.337664Z,2025-01-11T22:56:09.337667Z
500,twitter/web,178,65,Java,A popular Java shared for hadoop,https://github.com/twitter/web,https://github.com/twitter/web.git,2015-04-30T22:56:09.360210Z,2025-03-22T22:56:09.360212Z
501,oracle/spark,171,40,Java,A popular Java utils for mongodb,https://github.com/oracle/spark,https://github.com/oracle/spark.git,2023-12-10T22:56:09.325414Z,2025-01-14T22:56:09.325419Z
502,netflix/hadoop,170,47,Java,A popular Java base for hadoop,https://github.com/netflix/hadoop,https://github.com/netflix/hadoop.git,2013-09-02T22:56:09.327236Z,2024-11-25T22:56:09.327237Z
503,airbnb/microservice,165,24,Java,A popular Java plugin for data,https://github.com/airbnb/microservice,https://github.com/airbnb/microservice.git,2018-12-25T22:56:09.353669Z,2025-03-16T22:56:09.353672Z
504,jetbrains/guava,158,28,Java,A popular Java service for akka,https://github.com/jetbrains/guava,https://github.com/jetbrains/guava.git,2015-06-16T22:56:09.346394Z,2025-02-27T22:56:09.346396Z
505,ibm/commons,157,41,Java,A popular Java service for rest,https://github.com/ibm/commons,https://github.com/ibm/commons.git,2021-01-28T22:56:09.358089Z,2024-11-02T22:56:09.358102Z
506,jetbrains/extension-redis,154,28,Java,A popular Java client for guava,https://github.com/jetbrains/extension-redis,https://github.com/jetbrains/extension-redis.git,2014-10-06T22:56:09.343187Z,2025-09-16T22:56:09.343188Z
507,square/storm,152,20,Java,A popular Java utils for jackson,https://github.com/square/storm,https://github.com/square/storm.git,2017-08-27T22:56:09.319214Z,2025-05-21T22:56:09.319217Z
508,airbnb/storm,149,53,Java,A popular Java extension for commons,https://github.com/airbnb/storm,https://github.com/airbnb/storm.git,2014-05-24T22:56:09.341486Z,2025-07-19T22:56:09.341489Z
509,dropbox/api-storm,147,38,Java,A popular Java server for jackson,https://github.com/dropbox/api-storm,https://github.com/dropbox/api-storm.git,2021-05-07T22:56:09.357372Z,2024-11-28T22:56:09.357376Z
510,baidu/tomcat,146,57,Java,A popular Java utils for gson,https://github.com/baidu/tomcat,https://github.com/baidu/tomcat.git,2020-10-27T22:56:09.339441Z,2025-07-13T22:56:09.339444Z
511,sonar/spring,146,27,Java,A popular Java plugin for hbase,https://github.com/sonar/spring,https://github.com/sonar/spring.git,2011-02-10T22:56:09.331667Z,2025-07-17T22:56:09.331673Z
512,tencent/spark,143,22,Java,A popular Java api for jetty,https://github.com/tencent/spark,https://github.com/tencent/spark.git,2023-04-19T22:56:09.340709Z,2025-08-05T22:56:09.340711Z
513,eclipse/reactor,143,18,Java,A popular Java core for guava,https://github.com/eclipse/reactor,https://github.com/eclipse/reactor.git,2012-05-18T22:56:09.354841Z,2025-09-11T22:56:09.354844Z
514,baidu/boot-core,142,33,Java,A popular Java framework for rest,https://github.com/baidu/boot-core,https://github.com/baidu/boot-core.git,2011-03-05T22:56:09.327600Z,2025-08-02T22:56:09.327602Z
515,tencent/extension-kafka,141,50,Java,A popular Java service for hbase,https://github.com/tencent/extension-kafka,https://github.com/tencent/extension-kafka.git,2017-10-22T22:56:09.329662Z,2025-05-20T22:56:09.329665Z
516,eclipse/hadoop-core,134,14,Java,A popular Java framework for cassandra,https://github.com/eclipse/hadoop-core,https://github.com/eclipse/hadoop-core.git,2014-10-17T22:56:09.334251Z,2025-06-21T22:56:09.334254Z
517,netflix/base-redis,133,46,Java,A popular Java extension for cassandra,https://github.com/netflix/base-redis,https://github.com/netflix/base-redis.git,2022-06-08T22:56:09.344127Z,2025-09-15T22:56:09.344129Z
518,ibm/spark,132,42,Java,A popular Java tool for okhttp,https://github.com/ibm/spark,https://github.com/ibm/spark.git,2023-10-07T22:56:09.343209Z,2024-10-18T22:56:09.343211Z
519,spring/httpclient,132,14,Java,A popular Java service for kafka,https://github.com/spring/httpclient,https://github.com/spring/httpclient.git,2018-05-03T22:56:09.345387Z,2025-01-12T22:56:09.345388Z
520,apache/api,132,39,Java,A popular Java server for microservice,https://github.com/apache/api,https://github.com/apache/api.git,2018-05-22T22:56:09.322938Z,2025-03-10T22:56:09.322941Z
521,apache/utils-akka-core,132,33,Java,A popular Java base for security,https://github.com/apache/utils-akka-core,https://github.com/apache/utils-akka-core.git,2022-09-21T22:56:09.317833Z,2024-11-26T22:56:09.317836Z
522,facebook/boot,131,18,Java,A popular Java common for commons,https://github.com/facebook/boot,https://github.com/facebook/boot.git,2013-01-27T22:56:09.315060Z,2025-02-17T22:56:09.315064Z
523,twitter/core-okhttp,130,47,Java,A popular Java common for redis,https://github.com/twitter/core-okhttp,https://github.com/twitter/core-okhttp.git,2019-12-25T22:56:09.343614Z,2025-05-02T22:56:09.343616Z
524,google/base-okhttp,129,45,Java,A popular Java plugin for okhttp,https://github.com/google/base-okhttp,https://github.com/google/base-okhttp.git,2011-09-04T22:56:09.345847Z,2025-06-24T22:56:09.345849Z
525,netflix/microservice,127,19,Java,A popular Java framework for gson,https://github.com/netflix/microservice,https://github.com/netflix/microservice.git,2020-03-07T22:56:09.338633Z,2025-03-27T22:56:09.338636Z
526,gitlab/hadoop,127,28,Java,A popular Java core for spring,https://github.com/gitlab/hadoop,https://github.com/gitlab/hadoop.git,2024-03-18T22:56:09.310429Z,2024-12-03T22:56:09.310433Z
527,atlassian/microservice,124,43,Java,A popular Java api for rxjava,https://github.com/atlassian/microservice,https://github.com/atlassian/microservice.git,2016-10-10T22:56:09.338136Z,2025-05-24T22:56:09.338139Z
528,amazon/api,124,14,Java,A popular Java framework for guava,https://github.com/amazon/api,https://github.com/amazon/api.git,2023-08-14T22:56:09.317289Z,2025-02-01T22:56:09.317292Z
529,ibm/shared-web,122,25,Java,A popular Java tool for mongodb,https://github.com/ibm/shared-web,https://github.com/ibm/shared-web.git,2013-12-28T22:56:09.353563Z,2025-06-22T22:56:09.353566Z
530,apache/httpclient,121,31,Java,A popular Java library for netty,https://github.com/apache/httpclient,https://github.com/apache/httpclient.git,2022-12-07T22:56:09.342169Z,2024-11-13T22:56:09.342172Z
531,facebook/commons,120,33,Java,A popular Java shared for web,https://github.com/facebook/commons,https://github.com/facebook/commons.git,2013-02-13T22:56:09.326212Z,2025-02-06T22:56:09.326217Z
532,baidu/data,119,19,Java,A popular Java tool for kafka,https://github.com/baidu/data,https://github.com/baidu/data.git,2021-08-21T22:56:09.316792Z,2025-03-05T22:56:09.316796Z
533,tencent/tomcat,112,29,Java,A popular Java extension for data,https://github.com/tencent/tomcat,https://github.com/tencent/tomcat.git,2018-03-12T22:56:09.333137Z,2025-06-19T22:56:09.333143Z
534,eclipse/spark,108,36,Java,A popular Java plugin for api,https://github.com/eclipse/spark,https://github.com/eclipse/spark.git,2015-09-11T22:56:09.357319Z,2025-08-14T22:56:09.357322Z
535,square/jackson,107,17,Java,A popular Java library for spring,https://github.com/square/jackson,https://github.com/square/jackson.git,2019-07-23T22:56:09.329254Z,2025-02-23T22:56:09.329257Z
536,microsoft/flink,106,31,Java,A popular Java framework for redis,https://github.com/microsoft/flink,https://github.com/microsoft/flink.git,2020-12-14T22:56:09.352506Z,2025-08-18T22:56:09.352508Z
537,gitlab/microservice,103,38,Java,A popular Java server for hbase,https://github.com/gitlab/microservice,https://github.com/gitlab/microservice.git,2024-07-05T22:56:09.332680Z,2024-09-19T22:56:09.332683Z
538,tencent/storm,100,18,Java,A popular Java api for flink,https://github.com/tencent/storm,https://github.com/tencent/storm.git,2013-06-22T22:56:09.319815Z,2025-02-05T22:56:09.319818Z
539,twitter/elasticsearch,100,17,Java,A popular Java client for hbase,https://github.com/twitter/elasticsearch,https://github.com/twitter/elasticsearch.git,2022-04-15T22:56:09.319759Z,2024-10-01T22:56:09.319762Z
540,tencent/retrofit,100,20,Java,A popular Java tool for flink,https://github.com/tencent/retrofit,https://github.com/tencent/retrofit.git,2013-04-23T22:56:09.319701Z,2025-05-22T22:56:09.319704Z
541,apache/security,100,6,Java,A popular Java service for guava,https://github.com/apache/security,https://github.com/apache/security.git,2022-03-28T22:56:09.319647Z,2025-04-09T22:56:09.319650Z
542,gitlab/tool-lucene-java,100,21,Java,A popular Java server for httpclient,https://github.com/gitlab/tool-lucene-java,https://github.com/gitlab/tool-lucene-java.git,2011-12-23T22:56:09.319595Z,2025-01-22T22:56:09.319598Z
543,spring/netty,100,11,Java,A popular Java server for api,https://github.com/spring/netty,https://github.com/spring/netty.git,2015-09-24T22:56:09.319538Z,2025-07-19T22:56:09.319541Z
544,jetbrains/reactor,100,19,Java,A popular Java plugin for data,https://github.com/jetbrains/reactor,https://github.com/jetbrains/reactor.git,2012-09-04T22:56:09.318526Z,2024-10-18T22:56:09.318530Z
545,atlassian/server-security,100,30,Java,A popular Java server for tomcat,https://github.com/atlassian/server-security,https://github.com/atlassian/server-security.git,2021-04-11T22:56:09.356719Z,2025-07-04T22:56:09.356723Z
546,airbnb/base-cassandra,100,27,Java,A popular Java framework for lucene,https://github.com/airbnb/base-cassandra,https://github.com/airbnb/base-cassandra.git,2022-04-12T22:56:09.356649Z,2025-03-31T22:56:09.356654Z
547,dropbox/library-okhttp,100,37,Java,A popular Java plugin for spring,https://github.com/dropbox/library-okhttp,https://github.com/dropbox/library-okhttp.git,2022-07-13T22:56:09.356365Z,2024-12-12T22:56:09.356372Z
548,spring/service-spring,100,34,Java,A popular Java service for okhttp,https://github.com/spring/service-spring,https://github.com/spring/service-spring.git,2024-02-15T22:56:09.356212Z,2024-12-10T22:56:09.356215Z
549,facebook/base-cassandra,100,36,Java,A popular Java common for httpclient,https://github.com/facebook/base-cassandra,https://github.com/facebook/base-cassandra.git,2018-11-23T22:56:09.356154Z,2025-02-04T22:56:09.356157Z
550,spring/lucene,100,32,Java,A popular Java shared for gson,https://github.com/spring/lucene,https://github.com/spring/lucene.git,2015-06-11T22:56:09.360083Z,2025-04-06T22:56:09.360085Z
551,spotify/redis,100,23,Java,A popular Java framework for flink,https://github.com/spotify/redis,https://github.com/spotify/redis.git,2014-05-11T22:56:09.319485Z,2025-03-27T22:56:09.319488Z
552,google/service-redis,100,18,Java,A popular Java client for api,https://github.com/google/service-redis,https://github.com/google/service-redis.git,2022-10-20T22:56:09.319430Z,2025-01-24T22:56:09.319433Z
553,github/jetty,100,31,Java,A popular Java base for okhttp,https://github.com/github/jetty,https://github.com/github/jetty.git,2012-06-20T22:56:09.319324Z,2024-09-30T22:56:09.319327Z
554,spring/kafka,100,30,Java,A popular Java base for httpclient,https://github.com/spring/kafka,https://github.com/spring/kafka.git,2022-03-21T22:56:09.319268Z,2025-02-10T22:56:09.319271Z
555,github/web,100,14,Java,A popular Java framework for api,https://github.com/github/web,https://github.com/github/web.git,2011-06-19T22:56:09.358276Z,2024-11-10T22:56:09.358283Z
556,dropbox/api,100,29,Java,A popular Java library for hadoop,https://github.com/dropbox/api,https://github.com/dropbox/api.git,2020-08-29T22:56:09.318855Z,2024-10-29T22:56:09.318858Z
557,eclipse/gson,100,20,Java,A popular Java shared for jetty,https://github.com/eclipse/gson,https://github.com/eclipse/gson.git,2010-12-12T22:56:09.336164Z,2025-08-29T22:56:09.336167Z
558,google/cassandra,100,28,Java,A popular Java api for gson,https://github.com/google/cassandra,https://github.com/google/cassandra.git,2014-06-22T22:56:09.336107Z,2025-05-19T22:56:09.336110Z
559,redhat/flink,100,39,Java,A popular Java extension for rxjava,https://github.com/redhat/flink,https://github.com/redhat/flink.git,2022-07-25T22:56:09.336052Z,2025-04-18T22:56:09.336055Z
560,eclipse/spark,100,28,Java,A popular Java library for jetty,https://github.com/eclipse/spark,https://github.com/eclipse/spark.git,2014-04-16T22:56:09.335987Z,2025-05-03T22:56:09.335990Z
561,gitlab/netty-2,100,17,Java,A popular Java plugin for data,https://github.com/gitlab/netty-2,https://github.com/gitlab/netty-2.git,2021-06-23T22:56:09.335936Z,2025-05-13T22:56:09.335939Z
562,ibm/rxjava-v2,100,19,Java,A popular Java tool for kafka,https://github.com/ibm/rxjava-v2,https://github.com/ibm/rxjava-v2.git,2011-09-14T22:56:09.335778Z,2025-04-20T22:56:09.335781Z
563,spotify/rest,100,39,Java,A popular Java shared for api,https://github.com/spotify/rest,https://github.com/spotify/rest.git,2011-11-16T22:56:09.337986Z,2024-09-23T22:56:09.337988Z
564,spotify/commons-java,100,8,Java,A popular Java library for spark,https://github.com/spotify/commons-java,https://github.com/spotify/commons-java.git,2014-08-22T22:56:09.337936Z,2025-02-07T22:56:09.337938Z
565,gitlab/redis,100,23,Java,A popular Java framework for jetty,https://github.com/gitlab/redis,https://github.com/gitlab/redis.git,2017-07-28T22:56:09.337885Z,2025-01-29T22:56:09.337888Z
566,spring/elasticsearch,100,22,Java,A popular Java tool for zookeeper,https://github.com/spring/elasticsearch,https://github.com/spring/elasticsearch.git,2017-11-08T22:56:09.337832Z,2024-10-18T22:56:09.337835Z
567,sonar/shared-zookeeper,100,38,Java,A popular Java plugin for netty,https://github.com/sonar/shared-zookeeper,https://github.com/sonar/shared-zookeeper.git,2019-12-12T22:56:09.337776Z,2024-10-17T22:56:09.337778Z
568,square/server-spring,100,12,Java,A popular Java service for retrofit,https://github.com/square/server-spring,https://github.com/square/server-spring.git,2015-11-10T22:56:09.337725Z,2025-08-21T22:56:09.337728Z
569,baidu/service-guava,100,22,Java,A popular Java extension for api,https://github.com/baidu/service-guava,https://github.com/baidu/service-guava.git,2023-08-20T22:56:09.337616Z,2025-04-07T22:56:09.337619Z
570,square/akka,100,30,Java,A popular Java core for security,https://github.com/square/akka,https://github.com/square/akka.git,2023-10-10T22:56:09.337515Z,2025-05-30T22:56:09.337517Z
571,spring/common-jetty,100,5,Java,A popular Java extension for rest,https://github.com/spring/common-jetty,https://github.com/spring/common-jetty.git,2016-01-03T22:56:09.337467Z,2025-07-13T22:56:09.337470Z
572,google/netty-next,100,26,Java,A popular Java utils for kafka,https://github.com/google/netty-next,https://github.com/google/netty-next.git,2021-02-13T22:56:09.337414Z,2025-03-19T22:56:09.337417Z
573,square/tool-storm,100,19,Java,A popular Java library for spark,https://github.com/square/tool-storm,https://github.com/square/tool-storm.git,2021-11-19T22:56:09.337364Z,2024-10-07T22:56:09.337367Z
574,baidu/kafka,100,37,Java,A popular Java utils for storm,https://github.com/baidu/kafka,https://github.com/baidu/kafka.git,2012-06-08T22:56:09.337315Z,2025-07-26T22:56:09.337318Z
575,ibm/jetty,100,32,Java,A popular Java utils for retrofit,https://github.com/ibm/jetty,https://github.com/ibm/jetty.git,2013-12-22T22:56:09.337265Z,2025-07-04T22:56:09.337268Z
576,redhat/core-microservice,100,35,Java,A popular Java api for jetty,https://github.com/redhat/core-microservice,https://github.com/redhat/core-microservice.git,2021-09-18T22:56:09.337216Z,2025-02-23T22:56:09.337219Z
577,oracle/guava,100,21,Java,A popular Java shared for microservice,https://github.com/oracle/guava,https://github.com/oracle/guava.git,2013-07-09T22:56:09.337163Z,2024-11-05T22:56:09.337166Z
578,facebook/rxjava,100,18,Java,A popular Java shared for zookeeper,https://github.com/facebook/rxjava,https://github.com/facebook/rxjava.git,2024-01-06T22:56:09.338488Z,2025-06-06T22:56:09.338491Z
579,atlassian/jetty,100,25,Java,A popular Java shared for guava,https://github.com/atlassian/jetty,https://github.com/atlassian/jetty.git,2016-03-16T22:56:09.334531Z,2024-09-26T22:56:09.334539Z
580,airbnb/api-zookeeper,100,39,Java,A popular Java utils for commons,https://github.com/airbnb/api-zookeeper,https://github.com/airbnb/api-zookeeper.git,2024-03-26T22:56:09.334310Z,2024-11-14T22:56:09.334313Z
581,amazon/server-lucene,100,24,Java,A popular Java server for storm,https://github.com/amazon/server-lucene,https://github.com/amazon/server-lucene.git,2023-06-15T22:56:09.334186Z,2024-11-17T22:56:09.334190Z
582,redhat/gson-spring,100,37,Java,A popular Java common for rxjava,https://github.com/redhat/gson-spring,https://github.com/redhat/gson-spring.git,2019-12-14T22:56:09.334132Z,2025-06-09T22:56:09.334135Z
583,jetbrains/storm,100,20,Java,A popular Java shared for flink,https://github.com/jetbrains/storm,https://github.com/jetbrains/storm.git,2017-11-25T22:56:09.334015Z,2024-10-15T22:56:09.334057Z
584,dropbox/boot,100,36,Java,A popular Java api for hadoop,https://github.com/dropbox/boot,https://github.com/dropbox/boot.git,2013-05-23T22:56:09.333958Z,2024-10-28T22:56:09.333962Z
585,sonar/tool-microservice-client,100,19,Java,A popular Java server for cloud,https://github.com/sonar/tool-microservice-client,https://github.com/sonar/tool-microservice-client.git,2016-03-23T22:56:09.333838Z,2025-07-04T22:56:09.333843Z
586,twitter/extension-cassandra,100,7,Java,A popular Java core for akka,https://github.com/twitter/extension-cassandra,https://github.com/twitter/extension-cassandra.git,2023-07-20T22:56:09.333739Z,2025-06-06T22:56:09.333744Z
587,spotify/rest,100,11,Java,A popular Java server for zookeeper,https://github.com/spotify/rest,https://github.com/spotify/rest.git,2021-08-30T22:56:09.333682Z,2025-06-03T22:56:09.333684Z
588,atlassian/api,100,20,Java,A popular Java base for netty,https://github.com/atlassian/api,https://github.com/atlassian/api.git,2023-02-19T22:56:09.333644Z,2024-12-22T22:56:09.333654Z
589,spring/api-akka,100,36,Java,A popular Java tool for gson,https://github.com/spring/api-akka,https://github.com/spring/api-akka.git,2022-09-27T22:56:09.333386Z,2025-05-21T22:56:09.333390Z
590,tencent/gson,100,35,Java,A popular Java api for hbase,https://github.com/tencent/gson,https://github.com/tencent/gson.git,2015-10-19T22:56:09.338336Z,2025-02-15T22:56:09.338339Z
591,spring/plugin-akka,100,5,Java,A popular Java tool for guava,https://github.com/spring/plugin-akka,https://github.com/spring/plugin-akka.git,2013-06-08T22:56:09.340064Z,2025-03-30T22:56:09.340068Z
592,spring/library-httpclient,100,10,Java,A popular Java common for gson,https://github.com/spring/library-httpclient,https://github.com/spring/library-httpclient.git,2011-11-27T22:56:09.339709Z,2025-05-11T22:56:09.339712Z
593,redhat/shared-httpclient,100,6,Java,A popular Java common for storm,https://github.com/redhat/shared-httpclient,https://github.com/redhat/shared-httpclient.git,2012-08-12T22:56:09.339648Z,2025-01-14T22:56:09.339650Z
594,spotify/data-core,100,12,Java,A popular Java plugin for tomcat,https://github.com/spotify/data-core,https://github.com/spotify/data-core.git,2021-11-05T22:56:09.339344Z,2025-05-01T22:56:09.339347Z
595,tencent/flink,100,6,Java,A popular Java shared for data,https://github.com/tencent/flink,https://github.com/tencent/flink.git,2020-08-24T22:56:09.339294Z,2025-06-25T22:56:09.339296Z
596,linkedin/okhttp,100,15,Java,A popular Java server for akka,https://github.com/linkedin/okhttp,https://github.com/linkedin/okhttp.git,2022-04-21T22:56:09.339246Z,2025-07-01T22:56:09.339249Z
597,netflix/cassandra,100,32,Java,A popular Java shared for jetty,https://github.com/netflix/cassandra,https://github.com/netflix/cassandra.git,2014-08-15T22:56:09.339197Z,2024-09-26T22:56:09.339200Z
598,baidu/plugin-hadoop,100,22,Java,A popular Java shared for jackson,https://github.com/baidu/plugin-hadoop,https://github.com/baidu/plugin-hadoop.git,2018-09-04T22:56:09.339140Z,2025-05-21T22:56:09.339142Z
599,sonar/httpclient,100,5,Java,A popular Java shared for tomcat,https://github.com/sonar/httpclient,https://github.com/sonar/httpclient.git,2018-08-17T22:56:09.339039Z,2025-05-06T22:56:09.339042Z
600,maven/storm,100,23,Java,A popular Java tool for flink,https://github.com/maven/storm,https://github.com/maven/storm.git,2017-05-29T22:56:09.338987Z,2025-02-02T22:56:09.338990Z
601,linkedin/tomcat,100,28,Java,A popular Java plugin for storm,https://github.com/linkedin/tomcat,https://github.com/linkedin/tomcat.git,2016-03-08T22:56:09.338837Z,2024-10-05T22:56:09.338840Z
602,netflix/spark,100,39,Java,A popular Java shared for kafka,https://github.com/netflix/spark,https://github.com/netflix/spark.git,2018-03-07T22:56:09.338785Z,2025-07-03T22:56:09.338788Z
603,spotify/storm,100,31,Java,A popular Java client for storm,https://github.com/spotify/storm,https://github.com/spotify/storm.git,2017-09-12T22:56:09.338681Z,2025-03-13T22:56:09.338683Z
604,uber/rxjava,100,10,Java,A popular Java service for lucene,https://github.com/uber/rxjava,https://github.com/uber/rxjava.git,2011-11-04T22:56:09.338537Z,2025-07-29T22:56:09.338539Z
605,ibm/elasticsearch-core,100,25,Java,A popular Java server for spring,https://github.com/ibm/elasticsearch-core,https://github.com/ibm/elasticsearch-core.git,2013-09-17T22:56:09.332816Z,2025-05-07T22:56:09.332820Z
606,spring/elasticsearch,100,9,Java,A popular Java extension for mongodb,https://github.com/spring/elasticsearch,https://github.com/spring/elasticsearch.git,2023-10-23T22:56:09.332756Z,2025-02-12T22:56:09.332759Z
607,gitlab/common-hadoop,100,31,Java,A popular Java library for guava,https://github.com/gitlab/common-hadoop,https://github.com/gitlab/common-hadoop.git,2013-09-22T22:56:09.332623Z,2025-04-09T22:56:09.332627Z
608,alibaba/boot,100,32,Java,A popular Java service for tomcat,https://github.com/alibaba/boot,https://github.com/alibaba/boot.git,2018-04-27T22:56:09.332540Z,2025-08-08T22:56:09.332544Z
609,gradle/storm,100,30,Java,A popular Java plugin for tomcat,https://github.com/gradle/storm,https://github.com/gradle/storm.git,2013-02-01T22:56:09.332453Z,2025-09-03T22:56:09.332468Z
610,atlassian/elasticsearch,100,9,Java,A popular Java tool for jackson,https://github.com/atlassian/elasticsearch,https://github.com/atlassian/elasticsearch.git,2013-01-16T22:56:09.332365Z,2025-05-08T22:56:09.332371Z
611,facebook/storm,100,11,Java,A popular Java tool for hadoop,https://github.com/facebook/storm,https://github.com/facebook/storm.git,2021-05-26T22:56:09.332283Z,2025-04-14T22:56:09.332286Z
612,alibaba/okhttp-java,100,35,Java,A popular Java client for storm,https://github.com/alibaba/okhttp-java,https://github.com/alibaba/okhttp-java.git,2018-03-22T22:56:09.332225Z,2025-02-02T22:56:09.332230Z
613,spring/okhttp-java,100,23,Java,A popular Java framework for web,https://github.com/spring/okhttp-java,https://github.com/spring/okhttp-java.git,2018-01-28T22:56:09.332155Z,2024-10-23T22:56:09.332162Z
614,facebook/spark,100,8,Java,A popular Java service for security,https://github.com/facebook/spark,https://github.com/facebook/spark.git,2015-12-11T22:56:09.332052Z,2025-03-11T22:56:09.332059Z
615,dropbox/service-rxjava,100,34,Java,A popular Java core for elasticsearch,https://github.com/dropbox/service-rxjava,https://github.com/dropbox/service-rxjava.git,2021-09-07T22:56:09.331963Z,2025-03-31T22:56:09.331967Z
616,tencent/hadoop,100,9,Java,A popular Java core for httpclient,https://github.com/tencent/hadoop,https://github.com/tencent/hadoop.git,2022-03-02T22:56:09.331882Z,2024-09-30T22:56:09.331887Z
617,ibm/retrofit,100,25,Java,A popular Java api for web,https://github.com/ibm/retrofit,https://github.com/ibm/retrofit.git,2023-07-21T22:56:09.316851Z,2024-09-17T22:56:09.316857Z
618,netflix/zookeeper,100,26,Java,A popular Java library for netty,https://github.com/netflix/zookeeper,https://github.com/netflix/zookeeper.git,2021-07-29T22:56:09.316738Z,2025-08-25T22:56:09.316742Z
619,alibaba/gson-next,100,25,Java,A popular Java core for boot,https://github.com/alibaba/gson-next,https://github.com/alibaba/gson-next.git,2020-11-30T22:56:09.340859Z,2025-03-21T22:56:09.340862Z
620,dropbox/elasticsearch,100,13,Java,A popular Java core for spark,https://github.com/dropbox/elasticsearch,https://github.com/dropbox/elasticsearch.git,2024-05-29T22:56:09.340809Z,2024-10-22T22:56:09.340811Z
621,amazon/web,100,16,Java,A popular Java client for akka,https://github.com/amazon/web,https://github.com/amazon/web.git,2024-06-25T22:56:09.340758Z,2025-06-16T22:56:09.340760Z
622,sonar/library-spark,100,21,Java,A popular Java client for okhttp,https://github.com/sonar/library-spark,https://github.com/sonar/library-spark.git,2012-08-20T22:56:09.315853Z,2025-07-25T22:56:09.315856Z
623,baidu/framework-tomcat,100,25,Java,A popular Java shared for rxjava,https://github.com/baidu/framework-tomcat,https://github.com/baidu/framework-tomcat.git,2022-09-20T22:56:09.315799Z,2025-03-07T22:56:09.315802Z
624,gitlab/kafka-next,100,35,Java,A popular Java plugin for data,https://github.com/gitlab/kafka-next,https://github.com/gitlab/kafka-next.git,2012-05-22T22:56:09.315743Z,2025-06-23T22:56:09.315747Z
625,uber/reactor,100,23,Java,A popular Java extension for cassandra,https://github.com/uber/reactor,https://github.com/uber/reactor.git,2021-05-28T22:56:09.315634Z,2025-03-10T22:56:09.315637Z
626,ibm/okhttp,100,8,Java,A popular Java service for guava,https://github.com/ibm/okhttp,https://github.com/ibm/okhttp.git,2015-08-05T22:56:09.315581Z,2025-05-12T22:56:09.315584Z
627,github/storm,100,29,Java,A popular Java common for httpclient,https://github.com/github/storm,https://github.com/github/storm.git,2021-09-08T22:56:09.315469Z,2025-03-24T22:56:09.315472Z
628,gitlab/client-hbase,100,18,Java,A popular Java common for hbase,https://github.com/gitlab/client-hbase,https://github.com/gitlab/client-hbase.git,2018-05-10T22:56:09.315302Z,2024-09-18T22:56:09.315305Z
629,airbnb/flink,100,10,Java,A popular Java framework for storm,https://github.com/airbnb/flink,https://github.com/airbnb/flink.git,2013-05-19T22:56:09.315244Z,2025-09-08T22:56:09.315247Z
630,netflix/cloud,100,12,Java,A popular Java shared for netty,https://github.com/netflix/cloud,https://github.com/netflix/cloud.git,2011-03-12T22:56:09.340555Z,2025-02-10T22:56:09.340559Z
631,square/cassandra,100,29,Java,A popular Java client for guava,https://github.com/square/cassandra,https://github.com/square/cassandra.git,2020-04-01T22:56:09.340483Z,2024-12-21T22:56:09.340487Z
632,github/netty-next,100,33,Java,A popular Java base for lucene,https://github.com/github/netty-next,https://github.com/github/netty-next.git,2018-09-07T22:56:09.340318Z,2025-07-01T22:56:09.340323Z
633,oracle/service-zookeeper,100,22,Java,A popular Java common for microservice,https://github.com/oracle/service-zookeeper,https://github.com/oracle/service-zookeeper.git,2021-05-07T22:56:09.340241Z,2025-02-06T22:56:09.340248Z
634,alibaba/extension-api,100,14,Java,A popular Java framework for cloud,https://github.com/alibaba/extension-api,https://github.com/alibaba/extension-api.git,2024-04-12T22:56:09.316472Z,2025-04-13T22:56:09.316475Z
635,uber/web,100,36,Java,A popular Java library for zookeeper,https://github.com/uber/web,https://github.com/uber/web.git,2013-01-28T22:56:09.316305Z,2024-09-26T22:56:09.316309Z
636,jetbrains/redis,100,36,Java,A popular Java core for lucene,https://github.com/jetbrains/redis,https://github.com/jetbrains/redis.git,2011-09-05T22:56:09.316011Z,2025-03-20T22:56:09.316014Z
637,apache/microservice,100,11,Java,A popular Java tool for httpclient,https://github.com/apache/microservice,https://github.com/apache/microservice.git,2017-03-15T22:56:09.331825Z,2025-07-17T22:56:09.331829Z
638,sonar/extension-tomcat,100,11,Java,A popular Java utils for microservice,https://github.com/sonar/extension-tomcat,https://github.com/sonar/extension-tomcat.git,2018-11-13T22:56:09.331745Z,2025-04-23T22:56:09.331762Z
639,netflix/jetty,100,17,Java,A popular Java extension for elasticsearch,https://github.com/netflix/jetty,https://github.com/netflix/jetty.git,2010-12-05T22:56:09.331453Z,2025-04-30T22:56:09.331460Z
640,maven/hadoop,100,13,Java,A popular Java common for redis,https://github.com/maven/hadoop,https://github.com/maven/hadoop.git,2021-06-29T22:56:09.331370Z,2025-01-24T22:56:09.331374Z
